X,Y,Z,P,Q,R
-155195.906,-81852.250,61.397,0.000000,26.734117,0.000000
109534.742,-147297.156,60.169,0.000000,179.340086,-0.000000
-86163.992,-288104.625,60.453,0.000000,133.769666,-0.000000
76465.414,-278767.562,59.765,0.000000,-64.969678,0.000000
30590.180,-138845.875,60.966,0.000000,116.172797,0.000000
21577.223,-84061.789,61.094,0.000000,88.611156,0.000000
-100508.523,32217.164,59.446,0.000000,-135.893854,0.000000
-30313.900,-319718.781,60.680,0.000000,115.612452,0.000000
-87370.531,-11681.960,60.660,0.000000,28.365018,0.000000
-130733.508,-243535.812,60.797,0.000000,135.529611,-0.000000
-70026.766,44318.012,60.909,0.000000,-64.484850,0.000000
-217168.219,-166881.297,58.838,0.000000,91.217647,0.000000
173749.453,-63063.777,61.110,0.000000,88.881573,0.000000
-138145.156,-5422.823,60.427,0.000000,-134.999961,0.000000
173857.109,-224482.031,60.319,0.000000,-101.217337,0.000000
-27143.648,-98896.859,59.881,0.000000,-64.997517,0.000000
110265.648,-145448.328,60.325,0.000000,-0.042420,0.000000
1965.989,-267736.125,59.955,0.000000,-151.161675,0.000000
-118366.641,-308318.562,61.153,0.000000,-44.096446,0.000000
-98892.797,-195576.938,59.046,0.000000,-89.889732,0.000000
122680.703,-99662.570,59.345,0.000000,179.095975,-0.000000
-68387.664,-248052.703,60.679,0.000000,178.391719,-0.000000
-63773.070,-323002.094,60.800,0.000000,135.762054,-0.000000
-92212.156,-211256.594,60.784,0.000000,-179.175132,0.000000
51046.422,-142450.188,61.344,0.000000,-91.317300,0.000000
18938.168,-88811.336,60.430,0.000000,1.242018,0.000000
-162156.438,-40682.258,61.294,0.000000,-151.771576,0.000000
-216341.594,-127460.508,61.213,0.000000,0.122665,0.000000
38377.227,-9746.789,60.409,0.000000,-64.855705,0.000000
-93892.516,-27949.512,61.030,0.000000,-44.043567,0.000000
30739.652,11102.091,59.965,0.000000,24.694516,0.000000
152320.453,-174932.234,60.949,0.000000,179.110975,-0.000000
-28929.400,71796.398,60.463,0.000000,27.501249,0.000000
-55707.766,-283830.062,59.875,0.000000,0.996110,0.000000
128815.414,48259.031,61.430,0.000000,118.497370,0.000000
-60695.613,-52711.254,60.172,0.000000,-61.303164,0.000000
162120.734,-10488.750,60.887,0.000000,-71.875774,0.000000
33001.867,-211570.953,60.208,0.000000,-164.474818,0.000000
129785.461,76590.977,60.010,0.000000,-15.679981,0.000000
-71752.367,39284.207,61.113,0.000000,25.609070,0.000000
8820.994,-383110.531,60.196,0.000000,134.358714,-0.000000
106193.711,-86218.453,60.242,0.000000,-91.303287,0.000000
41414.188,-305210.281,60.884,0.000000,26.445912,0.000000
-153776.484,-192872.891,59.815,0.000000,178.292094,-0.000000
-51594.402,41223.340,60.721,0.000000,-64.488669,0.000000
162679.797,-266029.906,60.084,0.000000,77.080537,0.000000
63437.980,-53196.227,59.872,0.000000,90.190117,0.000000
24166.229,33363.480,60.723,0.000000,25.460097,0.000000
-104850.070,-321825.750,60.751,0.000000,-43.081204,0.000000
88312.586,-271257.938,60.582,0.000000,117.389186,0.000000
-12276.742,-2914.174,60.731,0.000000,-61.632336,0.000000
-103906.039,-322817.562,60.164,0.000000,-43.632091,0.000000
-154810.234,-261643.062,59.536,0.000000,-135.242638,0.000000
-44589.262,-325694.156,59.979,0.000000,-43.402178,0.000000
-119666.758,-119695.922,59.032,0.000000,178.827073,-0.000000
21718.971,-2716.245,60.226,0.000000,-61.629790,0.000000
-133022.797,-112169.828,59.910,0.000000,-91.459431,0.000000
167168.594,-108473.023,60.808,0.000000,0.147692,0.000000
51153.137,-309899.750,61.168,0.000000,-63.856260,0.000000
161001.422,-215496.094,61.962,0.000000,-90.254302,0.000000
175793.188,-200467.328,60.051,0.000000,78.882412,0.000000
170640.531,-164254.984,60.815,0.000000,-0.679607,0.000000
-16835.607,-110043.078,60.780,0.000000,28.520434,0.000000
59594.051,94155.133,61.003,0.000000,-13.124275,0.000000
-173597.844,-254562.469,59.453,0.000000,133.566967,-0.000000
-760.243,-165301.422,60.578,0.000000,-179.027526,0.000000
-73566.102,-222320.062,61.058,0.000000,-89.238411,0.000000
-51523.137,-173054.828,63.636,0.000000,-1.054311,0.000000
73503.727,-174922.375,60.451,0.000000,-178.744071,0.000000
-134562.297,-340316.656,61.113,0.000000,46.806025,0.000000
32392.232,-165728.438,60.196,0.000000,-172.732141,0.000000
-1164.636,-248003.562,59.141,0.000000,115.540815,0.000000
8215.312,-85307.734,60.392,0.000000,90.598045,0.000000
74185.969,-192893.109,61.238,0.000000,178.492178,-0.000000
-217204.031,-170337.188,61.266,0.000000,91.807322,0.000000
-192565.203,-291966.562,60.030,0.000000,135.146722,-0.000000
-175570.141,-241663.625,60.601,0.000000,-133.273982,0.000000
118526.297,-169016.266,60.635,0.000000,91.334979,0.000000
-122556.836,14097.895,58.933,0.000000,44.833530,0.000000
-111437.047,-189165.281,60.847,0.000000,91.977572,0.000000
-5982.916,-379549.562,60.593,0.000000,90.819508,0.000000
175224.750,-217633.672,59.843,0.000000,-100.059012,0.000000
-144354.875,-336285.094,59.997,0.000000,-46.464489,0.000000
-132335.422,-308179.031,60.324,0.000000,-46.938402,0.000000
-186967.266,-124106.375,60.673,0.000000,89.424526,0.000000
-21872.721,-248067.484,60.533,0.000000,178.181377,-0.000000
-80254.945,-9227.252,60.778,0.000000,-151.419402,0.000000
-122943.016,-123336.719,60.883,0.000000,89.293072,0.000000
-21375.145,-334933.344,60.718,0.000000,-64.285843,0.000000
157526.156,-145429.391,60.075,0.000000,-1.534038,0.000000
72734.086,-128523.648,63.574,0.000000,178.061056,-0.000000
149699.484,37597.285,59.766,0.000000,117.005347,0.000000
83405.062,-137680.438,61.529,0.000000,-179.700091,0.000000
189442.688,-94085.195,61.039,0.000000,-89.264524,0.000000
-11550.401,-291454.844,60.113,0.000000,116.595625,0.000000
39736.633,96232.547,61.012,0.000000,165.652232,-0.000000
126494.125,71856.008,64.351,0.000000,-164.170412,0.000000
112357.516,-80078.422,61.708,0.000000,-178.340437,0.000000
-108228.219,-211284.250,61.086,0.000000,-179.799284,0.000000
-137362.859,-26883.115,59.810,0.000000,28.836462,0.000000
21142.014,-334834.156,63.422,0.000000,115.368843,0.000000
-29019.156,-117333.500,61.015,0.000000,1.007741,0.000000
-217170.016,-157672.188,59.985,0.000000,90.377906,0.000000
-39506.695,97153.805,60.407,0.000000,45.192552,0.000000
27830.686,-160154.359,61.209,0.000000,65.176677,0.000000
-18357.760,-63139.625,61.106,0.000000,-89.897047,0.000000
-170362.297,-99694.164,60.126,0.000000,178.468470,-0.000000
-67691.281,-238830.719,59.356,0.000000,-178.331994,0.000000
78710.898,-152042.719,60.161,0.000000,-88.860921,0.000000
-126120.141,-136658.219,60.798,0.000000,1.184031,0.000000
-50791.133,-230531.906,59.624,0.000000,178.442127,-0.000000
7543.886,-261105.828,61.014,0.000000,-61.867398,0.000000
90075.516,-305966.562,60.238,0.000000,-63.769373,0.000000
45114.613,-109482.578,60.681,0.000000,178.752864,-0.000000
-76602.883,-337807.219,61.759,0.000000,133.886764,-0.000000
55914.332,-27363.611,60.429,0.000000,25.800047,0.000000
67704.148,-355279.719,60.593,0.000000,26.990857,0.000000
180956.953,-108440.750,61.308,0.000000,1.047750,0.000000
121561.609,-210221.359,60.562,0.000000,-1.467408,0.000000
48935.562,-305518.938,60.196,0.000000,-62.387480,0.000000
136075.328,12279.938,61.498,0.000000,-151.201199,0.000000
-177943.047,-128500.805,60.797,0.000000,178.252995,-0.000000
-206946.828,-197941.672,60.228,0.000000,-90.768120,0.000000
92049.188,-160836.938,61.332,0.000000,-90.732115,0.000000
9258.843,-276343.844,61.505,0.000000,26.193094,0.000000
53735.711,63142.113,60.549,0.000000,115.264059,0.000000
53039.203,-137703.219,61.134,0.000000,-178.818014,0.000000
105281.906,-285474.156,59.904,0.000000,115.694493,0.000000
-187268.094,-267046.469,60.709,0.000000,-43.774913,0.000000
-111406.422,-132587.953,60.985,0.000000,91.424211,0.000000
-60844.523,-206886.328,60.898,0.000000,89.711325,0.000000
88166.672,-344894.938,60.395,0.000000,-62.273390,0.000000
49634.812,-333928.188,61.309,0.000000,-153.836630,0.000000
-60833.641,-222202.812,61.250,0.000000,90.212653,0.000000
-92842.570,-147284.453,60.583,0.000000,179.239071,-0.000000
-202785.578,-246703.156,60.665,0.000000,43.245453,0.000000
126901.938,52028.637,60.304,0.000000,117.211614,0.000000
149933.734,-4779.464,61.357,0.000000,109.947495,0.000000
-197376.578,-190382.797,60.491,0.000000,-88.515980,0.000000
186262.703,-162243.500,60.235,0.000000,-102.703581,0.000000
181640.125,-171199.188,60.826,0.000000,80.000209,0.000000
112391.320,-280330.312,60.666,0.000000,118.530987,0.000000
37907.523,-193029.547,64.111,0.000000,3.996489,0.000000
82790.422,33936.195,60.082,0.000000,-154.577457,0.000000
-194115.391,-117849.695,61.130,0.000000,0.897844,0.000000
-95213.398,-290106.781,60.164,0.000000,-43.787566,0.000000
-105073.219,-44116.773,59.963,0.000000,118.732413,0.000000
-33713.062,-8180.009,59.026,0.000000,-151.994670,0.000000
53756.535,-69194.164,61.346,0.000000,-1.549638,0.000000
99363.859,-243518.484,58.724,0.000000,28.038329,0.000000
-80035.000,-47453.879,60.409,0.000000,-154.822697,0.000000
-14850.650,-117336.008,60.162,0.000000,0.683546,0.000000
-73578.836,-225132.812,59.922,0.000000,-91.919647,0.000000
-45606.074,-278387.625,60.627,0.000000,-91.292764,0.000000
138568.906,-50612.508,60.007,0.000000,-179.733949,0.000000
12495.504,-141634.906,61.388,0.000000,117.846910,0.000000
-121891.500,-234899.078,60.845,0.000000,-90.001476,0.000000
24228.121,-167389.906,60.640,0.000000,64.666210,0.000000
55673.559,-318767.875,61.008,0.000000,-63.733276,0.000000
106190.188,-185166.703,60.294,0.000000,-90.447095,0.000000
147235.016,-289140.000,59.543,0.000000,118.407756,0.000000
-9369.150,-173089.656,59.997,0.000000,-1.012294,0.000000
140979.750,-79036.805,59.224,0.000000,-1.415436,0.000000
-97211.445,-277087.844,62.840,0.000000,133.391935,-0.000000
88510.617,-302821.969,61.037,0.000000,-63.308342,0.000000
-8656.549,-136630.000,60.444,0.000000,0.498751,0.000000
-119554.711,-41588.801,61.599,0.000000,-61.758400,0.000000
165615.625,-265560.688,60.415,0.000000,-100.326087,0.000000
125074.625,-295448.188,60.605,0.000000,-153.129152,0.000000
-160703.938,-170381.281,60.463,0.000000,89.921272,0.000000
-141806.672,-308877.969,61.002,0.000000,-133.860539,0.000000
13491.393,-34546.641,60.269,0.000000,1.157666,0.000000
-45590.223,29456.729,60.494,0.000000,-63.435684,0.000000
-45602.695,-222461.969,60.433,0.000000,-88.745532,0.000000
21508.217,-11797.701,58.748,0.000000,26.822215,0.000000
135391.281,-201036.109,59.905,0.000000,-0.700645,0.000000
125826.734,-304384.531,60.630,0.000000,-63.760686,0.000000
-164692.672,-45716.816,59.154,0.000000,-63.046537,0.000000
119107.656,-266772.938,60.133,0.000000,-154.341864,0.000000
149720.453,-4106.239,61.144,0.000000,108.942059,0.000000
103301.477,67733.750,60.000,0.000000,-63.730822,0.000000
144535.609,-16574.738,60.452,0.000000,108.201867,0.000000
-78682.930,-361811.312,61.114,0.000000,-46.190138,0.000000
146147.797,-158062.516,60.610,0.000000,89.452537,0.000000
-150637.359,-17925.891,59.641,0.000000,-136.255731,0.000000
120365.711,15335.995,61.441,0.000000,-153.950456,0.000000
-8817.405,23312.383,60.114,0.000000,-61.682360,0.000000
6949.708,-339794.469,59.774,0.000000,-154.250129,0.000000
-18359.281,-213220.234,61.086,0.000000,-91.351058,0.000000
-98607.891,-3760.692,60.703,0.000000,-154.672021,0.000000
-188924.438,-128481.773,59.713,0.000000,-179.521588,0.000000
1908.446,-272371.438,60.334,0.000000,-64.490092,0.000000
62462.383,26936.918,58.500,0.000000,26.271060,0.000000
-13596.740,-275676.406,60.282,0.000000,-153.100538,0.000000
9564.067,-312096.344,60.373,0.000000,115.092880,0.000000
-163184.734,-98644.961,61.215,0.000000,0.559916,0.000000
130368.227,-183726.703,60.012,0.000000,-179.687504,0.000000
57258.715,30521.781,60.366,0.000000,115.297123,0.000000
-1477.513,92758.023,61.322,0.000000,118.583613,0.000000
-46367.488,-112187.914,60.464,0.000000,-152.574779,0.000000
100227.219,84013.633,60.832,0.000000,-14.022285,0.000000
140302.703,-219443.625,58.931,0.000000,1.785373,0.000000
43698.312,-174900.531,60.286,0.000000,-179.492914,0.000000
-35892.500,-165316.547,61.637,0.000000,-178.077695,0.000000
-45854.879,84994.227,60.481,0.000000,28.175651,0.000000
145443.453,-236311.016,60.135,0.000000,26.568072,0.000000
-126423.461,-329375.719,60.107,0.000000,134.461770,-0.000000
-73561.594,-251444.188,60.939,0.000000,-90.775764,0.000000
-54127.043,-55837.926,60.390,0.000000,-153.350626,0.000000
-22964.135,-331825.406,60.556,0.000000,-62.504601,0.000000
-20417.066,-315110.469,60.824,0.000000,-61.443894,0.000000
-217190.094,-178279.453,61.048,0.000000,90.497337,0.000000
-33116.531,-6726.881,60.787,0.000000,28.496284,0.000000
-104567.211,-88050.945,60.458,0.000000,118.592697,0.000000
-215241.547,-240512.469,60.488,0.000000,135.059890,-0.000000
-112822.719,-371775.938,61.132,0.000000,135.903677,-0.000000
-185962.453,-143162.094,60.308,0.000000,-91.341450,0.000000
-156128.953,-281612.844,60.679,0.000000,46.028315,0.000000
-29711.865,-66447.234,58.548,0.000000,-61.594698,0.000000
-57090.453,-274612.594,60.793,0.000000,0.444160,0.000000
80694.891,-182667.375,61.027,0.000000,-1.850781,0.000000
67548.781,89286.352,60.427,0.000000,164.054810,-0.000000
126895.797,-147287.672,60.596,0.000000,-179.066770,0.000000
9527.586,-379802.062,60.336,0.000000,-45.299950,0.000000
-72391.016,-67416.867,60.751,0.000000,-61.042892,0.000000
-16294.031,77070.977,60.440,0.000000,-151.181043,0.000000
-185684.516,-242505.891,61.462,0.000000,135.272779,-0.000000
-145488.312,-281189.031,60.319,0.000000,-45.496394,0.000000
-93863.578,-379959.250,59.937,0.000000,44.919665,0.000000
103574.094,1408.172,60.892,0.000000,-63.624398,0.000000
-32162.896,-346060.969,60.274,0.000000,-90.607018,0.000000
182324.578,-127462.844,60.448,0.000000,1.208306,0.000000
-96825.094,-93034.188,60.907,0.000000,-154.286094,0.000000
-25567.602,-230564.500,60.821,0.000000,178.748315,-0.000000
110170.875,-234985.281,59.517,0.000000,-61.663714,0.000000
-95761.117,27402.242,61.005,0.000000,-151.813547,0.000000
-88793.539,-204735.281,60.267,0.000000,90.632541,0.000000
-171248.547,-44756.391,60.238,0.000000,33.982289,0.000000
80477.508,-272778.500,60.003,0.000000,-62.649203,0.000000
-183063.203,-137676.906,59.351,0.000000,178.455494,-0.000000
74734.125,68855.484,60.793,0.000000,-151.444476,0.000000
-26960.250,-211271.688,60.413,0.000000,178.710563,-0.000000
-173832.578,-167606.125,60.844,0.000000,90.287861,0.000000
-59839.305,22116.879,58.266,0.000000,118.899945,0.000000
-217513.203,-103817.422,60.387,0.000000,55.611274,0.000000
-33225.961,-216766.547,61.055,0.000000,88.995776,0.000000
-29985.941,62603.594,60.528,0.000000,117.183427,0.000000
94745.852,85363.789,60.936,0.000000,-14.264104,0.000000
157196.234,-242550.750,60.412,0.000000,-62.930110,0.000000
-60811.266,-215201.297,60.274,0.000000,90.782698,0.000000
-173843.719,-178466.797,60.683,0.000000,88.912180,0.000000
34841.121,74602.750,60.453,0.000000,116.218935,0.000000
41768.031,-124058.312,60.642,0.000000,-154.703951,0.000000
6793.170,-349167.781,61.352,0.000000,115.268348,0.000000
-86964.289,-207737.750,59.859,0.000000,-89.488305,0.000000
-112944.992,-313771.406,60.282,0.000000,-44.611263,0.000000
151659.766,-80082.812,61.238,0.000000,-179.568687,0.000000
-54367.816,-49426.953,60.799,0.000000,115.412660,0.000000
-109474.648,-74417.703,59.039,0.000000,-64.385443,0.000000
-64524.480,3245.420,60.399,0.000000,-61.767307,0.000000
-36632.863,-348234.906,60.565,0.000000,0.779795,0.000000
-45609.441,-232507.219,60.147,0.000000,-90.012208,0.000000
-37794.828,-107821.352,60.681,0.000000,-154.476785,0.000000
12705.441,48198.598,59.966,0.000000,-152.742125,0.000000
-52276.746,-106933.109,60.862,0.000000,-63.049959,0.000000
-73872.375,-11142.234,59.396,0.000000,117.264406,0.000000
101035.531,-210236.797,60.743,0.000000,0.822587,0.000000
-5418.413,-301168.719,60.492,0.000000,-61.626848,0.000000
110272.531,-98642.898,61.091,0.000000,-0.313561,0.000000
157591.828,-266883.438,61.263,0.000000,116.920094,0.000000
43780.281,-305179.375,61.878,0.000000,-153.822549,0.000000
-82607.180,-265442.906,60.394,0.000000,1.380834,0.000000
72190.375,-77788.586,60.101,0.000000,-115.293574,0.000000
24045.352,32116.188,64.660,0.000000,-154.470869,0.000000
526.912,54050.848,60.876,0.000000,27.580472,0.000000
-185351.219,-282743.406,60.834,0.000000,-43.887650,0.000000
101408.914,-41853.070,60.836,0.000000,-134.454085,0.000000
113796.570,-50638.203,60.034,0.000000,179.880932,-0.000000
-57211.750,75519.977,61.062,0.000000,-133.670007,0.000000
-210688.312,-187247.484,60.077,0.000000,-0.627092,0.000000
137483.625,-145433.375,60.372,0.000000,-0.911268,0.000000
-94818.578,-182677.422,60.689,0.000000,1.186633,0.000000
-9339.452,-376903.625,60.817,0.000000,-178.970228,0.000000
41982.332,-120176.016,60.342,0.000000,179.380073,-0.000000
2831.118,21351.449,60.442,0.000000,-153.398607,0.000000
-40320.016,-72942.758,60.446,0.000000,-62.357292,0.000000
14073.052,-160359.359,63.113,0.000000,114.594449,0.000000
-172812.516,-152741.875,60.455,0.000000,-90.159614,0.000000
-37990.605,-147275.797,60.738,0.000000,-179.603827,0.000000
155465.875,-201028.297,60.396,0.000000,-0.902826,0.000000
45458.016,2920.502,60.837,0.000000,-63.964057,0.000000
53379.602,58003.449,61.469,0.000000,-151.553323,0.000000
-146525.625,-104478.148,60.618,0.000000,-90.853438,0.000000
-146519.188,-180439.766,60.328,0.000000,-89.406488,0.000000
59323.449,62175.184,59.969,0.000000,28.923372,0.000000
3532.527,-356255.062,59.086,0.000000,28.488277,0.000000
-51683.801,-89248.297,60.424,0.000000,-63.562360,0.000000
-9417.231,-360840.125,61.134,0.000000,-44.496269,0.000000
-77456.594,59240.758,60.727,0.000000,45.400407,0.000000
33686.961,-337030.281,61.093,0.000000,115.391957,0.000000
91004.477,-199044.516,61.278,0.000000,89.806694,0.000000
106209.164,-177607.422,63.617,0.000000,-91.964007,0.000000
-129777.562,-230569.047,60.555,0.000000,178.851055,-0.000000
159923.969,-142095.438,61.123,0.000000,90.091818,0.000000
-171615.875,-90094.602,60.454,0.000000,27.492411,0.000000
-37977.840,-367704.906,60.940,0.000000,178.104311,-0.000000
23828.104,4485.248,60.850,0.000000,-153.944461,0.000000
-13977.541,79390.570,59.363,0.000000,28.522411,0.000000
-170419.812,-83164.867,61.063,0.000000,-152.505801,0.000000
-33199.395,-269872.094,59.866,0.000000,89.611356,0.000000
-221263.422,-174853.672,60.612,0.000000,178.220167,-0.000000
-32161.980,-133254.078,61.195,0.000000,-89.623130,0.000000
-175605.234,-252608.688,63.130,0.000000,133.876759,-0.000000
46344.840,-300407.750,60.296,0.000000,-63.304426,0.000000
80814.102,-330491.906,59.563,0.000000,-62.938207,0.000000
158585.578,26077.756,60.576,0.000000,-61.960544,0.000000
30996.930,-60457.629,61.365,0.000000,-178.298672,0.000000
22393.133,-282735.469,58.442,0.000000,27.715650,0.000000
19570.303,-70263.281,60.531,0.000000,-178.679424,0.000000
-114994.102,-362390.750,60.583,0.000000,-133.042991,0.000000
-131683.609,-322627.906,61.517,0.000000,-45.565436,0.000000
115131.680,-109515.836,60.931,0.000000,179.436515,-0.000000
-66979.445,-275672.469,60.006,0.000000,178.183705,-0.000000
114463.883,-120186.594,61.256,0.000000,-178.236120,0.000000
96751.984,-183683.234,60.457,0.000000,178.707005,-0.000000
112614.609,-334153.750,60.243,0.000000,-135.007553,0.000000
-11660.143,-348102.812,60.677,0.000000,27.707318,0.000000
152629.656,-210239.281,60.314,0.000000,-1.547623,0.000000
-84894.461,-5266.385,59.216,0.000000,-64.952731,0.000000
-9325.921,-211290.266,59.937,0.000000,-178.819476,0.000000
-1725.121,68964.766,60.194,0.000000,-61.654813,0.000000
39514.410,-89875.297,61.212,0.000000,-179.093037,0.000000
-40808.016,-220435.453,59.006,0.000000,-178.853714,0.000000
-117248.344,-297121.531,60.400,0.000000,135.687509,-0.000000
-154190.469,-45041.820,58.806,0.000000,25.778840,0.000000
138706.016,-14905.629,60.298,0.000000,17.689915,0.000000
119562.820,-7149.774,60.891,0.000000,-154.445718,0.000000
23408.234,-63812.598,60.286,0.000000,-91.235672,0.000000
122955.508,-164289.375,59.838,0.000000,0.681403,0.000000
59130.328,-108443.969,60.655,0.000000,0.834793,0.000000
91006.375,-113239.820,60.143,0.000000,91.748190,0.000000
-48431.508,35029.180,60.067,0.000000,-62.626346,0.000000
-40591.664,44025.633,59.962,0.000000,26.208859,0.000000
126877.750,-60454.406,60.575,0.000000,179.637010,-0.000000
-30632.551,-70938.211,61.240,0.000000,115.811797,0.000000
-166623.750,-155034.656,61.574,0.000000,1.908607,0.000000
-224423.922,-164108.922,60.171,0.000000,-89.510348,0.000000
126889.797,-137677.234,61.042,0.000000,-178.057581,0.000000
-19418.447,-46921.887,60.831,0.000000,88.572126,0.000000
-113939.805,-7932.303,59.871,0.000000,-45.002975,0.000000
10576.941,-271136.719,61.038,0.000000,116.681447,0.000000
65216.719,-85399.414,60.855,0.000000,63.277965,0.000000
-199169.531,-179635.797,59.666,0.000000,88.214274,0.000000
9219.322,-105901.133,58.914,0.000000,-91.261279,0.000000
112024.242,34350.461,60.730,0.000000,26.675676,0.000000
12432.076,-367581.500,60.479,0.000000,27.432974,0.000000
71866.781,-338425.375,60.484,0.000000,-154.137684,0.000000
-143828.547,-340691.156,58.789,0.000000,136.439681,-0.000000
-4196.788,-280984.500,59.819,0.000000,-63.588169,0.000000
-196024.953,-76585.859,59.992,0.000000,-122.355999,0.000000
92028.586,-214856.766,60.988,0.000000,-91.386372,0.000000
165056.672,-6347.095,60.020,0.000000,19.766002,0.000000
173724.578,-152920.453,59.967,0.000000,91.550877,0.000000
-52174.750,-357473.250,60.391,0.000000,0.835279,0.000000
43758.379,-89890.266,61.507,0.000000,178.288236,-0.000000
76810.102,-343655.969,60.058,0.000000,118.324922,0.000000
-18340.967,-46367.711,60.795,0.000000,-90.933961,0.000000
-107833.352,-68225.617,59.545,0.000000,-154.566605,0.000000
